timestamp,node_id,tilt_x,tilt_y,tilt_magnitude,tilt_change,abs_tilt_change,anomaly_score,anomaly
2026-09-01 00:00:00,N01,0.5248,0.2931,0.6011011978028326,0.0,0.0,0.5798336352143539,0
2026-09-01 00:05:00,N01,0.5324,0.3762,0.6519019864979704,0.05080078869513782,0.05080078869513782,2.11863855756176,0
2026-09-01 00:10:00,N01,0.4883,0.2883,0.5670571223430669,-0.08484486415490344,0.08484486415490344,0.45139426970334845,0
2026-09-01 00:15:00,N01,0.579,0.3384,0.6706381736823516,0.10358105133928464,0.10358105133928464,2.6861757514893743,0
2026-09-01 00:20:00,N01,0.4765,0.3271,0.5779676980593292,-0.09267047562302233,0.09267047562302233,0.12090240040220465,0
2026-09-01 00:25:00,N01,0.4768,0.2767,0.5512722829963429,-0.02669541506298634,0.02669541506298634,0.9295322889960834,0
2026-09-01 00:30:00,N01,0.5121,0.2043,0.5513482565493428,7.597355299993058e-05,7.597355299993058e-05,0.9272309767462659,0
2026-09-01 00:35:00,N01,0.4138,0.2719,0.4951363953498066,-0.05621186119953625,0.05621186119953625,2.6299425080031504,0
2026-09-01 00:40:00,N01,0.4494,0.3157,0.5492056536489769,0.05406925829917031,0.05406925829917031,0.9921324866323614,0
2026-09-01 00:45:00,N01,0.4546,0.2294,0.5092008640998167,-0.0400047895491602,0.0400047895491602,2.2039161745815155,0
2026-09-01 00:50:00,N01,0.5733,0.2887,0.6418882924621698,0.13268742836235314,0.13268742836235314,1.8153141000293604,0
2026-09-01 00:55:00,N01,0.5034,0.2288,0.5529565986585204,-0.0889316938036494,0.0889316938036494,0.878512741892208,0
2026-09-01 01:00:00,N01,0.4728,0.3055,0.5629121512278803,0.009955552569359871,0.009955552569359871,0.5769494454962685,0
2026-09-01 01:05:00,N01,0.4425,0.3188,0.5453803168432099,-0.01753183438467043,0.01753183438467043,1.108005630682867,0
2026-09-01 01:10:00,N01,0.47,0.2854,0.5498664928871371,0.004486176043927204,0.004486176043927204,0.9721150282684025,0
2026-09-01 01:15:00,N01,0.4699,0.3926,0.6123240726935371,0.06245757980639999,0.06245757980639999,0.9197853479395957,0
2026-09-01 01:20:00,N01,0.4993,0.2471,0.5570986447658978,-0.05522542792763929,0.05522542792763929,0.7530461674090404,0
2026-09-01 01:25:00,N01,0.5411,0.239,0.5915320870417766,0.034433442275878856,0.034433442275878856,0.2899760341844364,0
2026-09-01 01:30:00,N01,0.5104,0.202,0.5489190832900601,-0.042613003751716505,0.042613003751716505,1.0008129794008171,0
2026-09-01 01:35:00,N01,0.4336,0.3098,0.532902430093915,-0.016016653196145092,0.016016653196145092,1.485972863938561,0
2026-09-01 01:40:00,N01,0.5369,0.3086,0.6192701914350472,0.08636776134113222,0.08636776134113222,1.130189988993298,0
2026-09-01 01:45:00,N01,0.4942,0.2849,0.5704398741322348,-0.0488303173028124,0.0488303173028124,0.34892745298738487,0
2026-09-01 01:50:00,N01,0.4261,0.264,0.501255633384803,-0.0691842407474319,0.0691842407474319,2.4445848816525757,0
2026-09-01 01:55:00,N01,0.477,0.3529,0.593352686013976,0.092097052629173,0.092097052629173,0.34512373428912185,0
2026-09-01 02:00:00,N01,0.5172,0.2118,0.5588873589552729,-0.03446532705870309,0.03446532705870309,0.6988642881511995,0
2026-09-01 02:05:00,N01,0.5162,0.2807,0.5875839769769083,0.028696618021635478,0.028696618021635478,0.1703839696153655,0
2026-09-01 02:10:00,N01,0.4662,0.3306,0.5715232278744233,-0.016060749102485006,0.016060749102485006,0.31611162248665325,0
2026-09-01 02:15:00,N01,0.5515,0.3466,0.6513707162591822,0.07984748838475886,0.07984748838475886,2.102545869248396,0
2026-09-01 02:20:00,N01,0.458,0.2845,0.5391699639260332,-0.11220075233314897,0.11220075233314897,1.2961232147584987,0
2026-09-01 02:25:00,N01,0.5166,0.3488,0.623327361825229,0.08415739789919574,0.08415739789919574,1.2530855960808178,0
2026-09-01 02:30:00,N01,0.476,0.2907,0.5577476938544883,-0.06557966797074066,0.06557966797074066,0.7333858440553637,0
2026-09-01 02:35:00,N01,0.4447,0.2402,0.5054247026016833,-0.05232299125280504,0.05232299125280504,2.318299751099937,0
2026-09-01 02:40:00,N01,0.5406,0.3678,0.653854112168762,0.14842940956707873,0.14842940956707873,2.1777703283159884,0
2026-09-01 02:45:00,N01,0.4964,0.3502,0.6074973250969917,-0.04635678707177027,0.04635678707177027,0.7735785044776682,0
2026-09-01 02:50:00,N01,0.5181,0.2677,0.5831731303823934,-0.024324194714598346,0.024324194714598346,0.03677516893136065,0
2026-09-01 02:55:00,N01,0.5181,0.3769,0.6406880832355164,0.057514952853123025,0.057514952853123025,1.7789586041156162,0
2026-09-01 03:00:00,N01,0.4982,0.3782,0.6254905914560186,-0.015197491779497807,0.015197491779497807,1.3186119095403064,0
2026-09-01 03:05:00,N01,0.369,0.3411,0.5025039402830589,-0.1229866511729597,0.1229866511729597,2.40677246084226,0
2026-09-01 03:10:00,N01,0.5044,0.285,0.5793482199851829,0.07684427970212404,0.07684427970212404,0.07908505879239791,0
2026-09-01 03:15:00,N01,0.5046,0.2006,0.5430115284227399,-0.03633669156244301,0.03633669156244301,1.179758518286511,0
2026-09-01 03:20:00,N01,0.489,0.3179,0.5832507265319092,0.040239198109169316,0.040239198109169316,0.03912563119577102,0
2026-09-01 03:25:00,N01,0.5739,0.2741,0.6359968710614856,0.05274614452957638,0.05274614452957638,1.636857259420045,0
2026-09-01 03:30:00,N01,0.4596,0.2749,0.5355391395593789,-0.10045773150210668,0.10045773150210668,1.4061043892854461,0
2026-09-01 03:35:00,N01,0.5458,0.3164,0.6308776426534705,0.09533850309409153,0.09533850309409153,1.4817908898770786,0
2026-09-01 03:40:00,N01,0.4735,0.3257,0.5747023055460975,-0.05617533710737299,0.05617533710737299,0.21981429137523478,0
2026-09-01 03:45:00,N01,0.5049,0.3484,0.6134383180076054,0.03873601246150793,0.03873601246150793,0.9535369139690223,0
2026-09-01 03:50:00,N01,0.4649,0.2836,0.5445741180041519,-0.0688642000034535,0.0688642000034535,1.1324261716586788,0
2026-09-01 03:55:00,N01,0.4804,0.2268,0.5312460823384959,-0.01332803566565599,0.01332803566565599,1.536145236152183,0
2026-09-01 04:00:00,N01,0.5148,0.3131,0.6025368453464071,0.07129076300791115,0.07129076300791115,0.6233207849920079,0
2026-09-01 04:05:00,N01,0.5003,0.2883,0.577422704783939,-0.02511414056246808,0.02511414056246808,0.13741077273968047,0
2026-09-01 04:10:00,N01,0.4292,0.279,0.511911750207006,-0.06551095457693301,0.06551095457693301,2.121800817855463,0
2026-09-01 04:15:00,N01,0.4829,0.2599,0.5483980488659674,0.03648629865896147,0.03648629865896147,1.0165956150074766,0
2026-09-01 04:20:00,N01,0.4919,0.3202,0.5869358142079932,0.0385377653420258,0.0385377653420258,0.1507504937401307,0
2026-09-01 04:25:00,N01,0.5943,0.3087,0.6696926011238291,0.08275678691583588,0.08275678691583588,2.6575334460278794,0
2026-09-01 04:30:00,N01,0.5129,0.2963,0.5923344494455813,-0.07735815167824778,0.07735815167824778,0.31428036583351104,0
2026-09-01 04:35:00,N01,0.4041,0.2987,0.5025121889068961,-0.08982226053868525,0.08982226053868525,2.4065226020646837,0
2026-09-01 04:40:00,N01,0.503,0.4232,0.6573486441759806,0.15483645526908452,0.15483645526908452,2.283623075726645,0
2026-09-01 04:45:00,N01,0.4904,0.3151,0.5829066563353004,-0.07444198784068023,0.07444198784068023,0.02870341284494759,0
2026-09-01 04:50:00,N01,0.4983,0.2416,0.5537810487909459,-0.029125607544354448,0.029125607544354448,0.8535393516241994,0
2026-09-01 04:55:00,N01,0.5571,0.3376,0.6514093720541638,0.09762832326321791,0.09762832326321791,2.103716790588849,0
2026-09-01 05:00:00,N01,0.5396,0.2545,0.5966057408372801,-0.0548036312168837,0.0548036312168837,0.4436619047259433,0
2026-09-01 05:05:00,N01,0.5701,0.2299,0.6147097038440178,0.018103963006737667,0.018103963006737667,0.99204841809182,0
2026-09-01 05:10:00,N01,0.5293,0.4095,0.6692150177633494,0.054505313919331555,0.054505313919331555,2.643066985076894,0
2026-09-01 05:15:00,N01,0.4505,0.2717,0.5260904294890756,-0.14312458827427377,0.14312458827427377,1.6923149371820756,0
2026-09-01 05:20:00,N01,0.505,0.2748,0.5749261169924358,0.0488356875033602,0.0488356875033602,0.21303482664349807,0
2026-09-01 05:25:00,N01,0.4225,0.3034,0.5201517182515117,-0.054774398740924046,0.054774398740924046,1.8722042325944863,0
2026-09-01 05:30:00,N01,0.4469,0.3237,0.55181636438221,0.031664646130698304,0.031664646130698304,0.9130515386724158,0
2026-09-01 05:35:00,N01,0.454,0.3775,0.5904424188691053,0.03862605448689527,0.03862605448689527,0.25696893348971034,0
2026-09-01 05:40:00,N01,0.4608,0.2839,0.5412354847938188,-0.049206934075286535,0.049206934075286535,1.233556594038614,0
2026-09-01 05:45:00,N01,0.5407,0.2385,0.5909642459574014,0.0497287611635826,0.0497287611635826,0.2727755796601675,0
2026-09-01 05:50:00,N01,0.5114,0.3654,0.6285277400401672,0.037563494082765825,0.037563494082765825,1.4106100716010392,0
2026-09-01 05:55:00,N01,0.4196,0.3092,0.521218572194046,-0.10730916784612121,0.10730916784612121,1.8398881969508394,0
2026-09-01 06:00:00,N01,0.513,0.3391,0.6149453715575067,0.09372679936346073,0.09372679936346073,0.9991870205991829,0
2026-09-01 06:05:00,N01,0.4382,0.234,0.4967647733082529,-0.11818059824925381,0.11818059824925381,2.5806173679362,0
2026-09-01 06:10:00,N01,0.5261,0.3148,0.6130907355359401,0.11632596222768715,0.11632596222768715,0.9430083054167011,0
2026-09-01 06:15:00,N01,0.5125,0.3173,0.6027732077655742,-0.010317527770365875,0.010317527770365875,0.6304804308048915,0
2026-09-01 06:20:00,N01,0.466,0.3116,0.5605805562093641,-0.0421926515562101,0.0421926515562101,0.6475757090557717,0
2026-09-01 06:25:00,N01,0.5147,0.2643,0.5785936225020114,0.018013066292647317,0.018013066292647317,0.10194254489293252,0
2026-09-01 06:30:00,N01,0.5933,0.3237,0.6758598819281997,0.09726625942618827,0.09726625942618827,2.844346334233539,0
2026-09-01 06:35:00,N01,0.4404,0.3328,0.552003623176515,-0.12385625875168471,0.12385625875168471,0.9073792890512827,0
2026-09-01 06:40:00,N01,0.4513,0.3394,0.5646804848761819,0.012676861699666975,0.012676861699666975,0.5233849124987806,0
2026-09-01 06:45:00,N01,0.5579,0.259,0.61508813189656,0.05040764702037803,0.05040764702037803,1.0035113690609647,0
2026-09-01 06:50:00,N01,0.5482,0.3206,0.635065036039617,0.019976904143056973,0.019976904143056973,1.6086310772032235,0
2026-09-01 06:55:00,N01,0.5411,0.3948,0.6698180723151623,0.03475303627554538,0.03475303627554538,2.661334089517787,0
2026-09-01 07:00:00,N01,0.4877,0.2623,0.553762205283098,-0.11605586703206427,0.11605586703206427,0.8541101396646095,0
2026-09-01 07:05:00,N01,0.4555,0.2592,0.5240848118386947,-0.029677393444403344,0.029677393444403344,1.7530670316283636,0
2026-09-01 07:10:00,N01,0.4961,0.3171,0.5887848673327126,0.06470005549401792,0.06470005549401792,0.20676009758851308,0
2026-09-01 07:15:00,N01,0.5138,0.3414,0.6168828089677973,0.028097941635084722,0.028097941635084722,1.05787386976577,0
2026-09-01 07:20:00,N01,0.5007,0.3727,0.6241840914345703,0.007301282466772974,0.007301282466772974,1.279036762860664,0
2026-09-01 07:25:00,N01,0.4868,0.436,0.653506113207826,0.029322021773255713,0.029322021773255713,2.167229103901666,0
2026-09-01 07:30:00,N01,0.5313,0.2571,0.5902373251498079,-0.06326878805801817,0.06326878805801817,0.25075644677633674,0
2026-09-01 07:35:00,N01,0.4465,0.3241,0.5517273420812132,-0.038509983068594655,0.038509983068594655,0.9157481100936727,0
2026-09-01 07:40:00,N01,0.4888,0.3357,0.592975488532199,0.041248146450985734,0.041248146450985734,0.33369805849619755,0
2026-09-01 07:45:00,N01,0.5237,0.2964,0.6017596280908184,0.008784139558619453,0.008784139558619453,0.5997781241524206,0
2026-09-01 07:50:00,N01,0.4577,0.2243,0.5097055816841718,-0.0920540464066466,0.0920540464066466,2.1886277917994725,0
2026-09-01 07:55:00,N01,0.4777,0.3428,0.5879703478917964,0.07826476620762457,0.07826476620762457,0.18208751755139324,0
2026-09-01 08:00:00,N01,0.5107,0.2377,0.5633078909441976,-0.02466245694759872,0.02466245694759872,0.564962107522207,0
2026-09-01 08:05:00,N01,0.5087,0.3193,0.6006065101212275,0.03729861917702981,0.03729861917702981,0.5648490678674417,0
2026-09-01 08:10:00,N01,0.4558,0.3077,0.5499390238926494,-0.050667486228578085,0.050667486228578085,0.9699179941047219,0
2026-09-01 08:15:00,N01,0.5029,0.2429,0.558487976593946,0.00854895270129663,0.00854895270129663,0.7109619653584694,0
2026-09-01 08:20:00,N01,0.5179,0.328,0.6130288818644681,0.05454090527052213,0.05454090527052213,0.9411346980068347,0
2026-09-01 08:25:00,N01,0.5542,0.3527,0.6569131830006154,0.043884301136147275,0.043884301136147275,2.270432536418989,0
2026-09-01 08:30:00,N01,0.4311,0.2531,0.4999068113158691,-0.1570063716847463,0.1570063716847463,2.4854420039996707,0
2026-09-01 08:35:00,N01,0.5258,0.3257,0.6185031366129036,0.11859632529703446,0.11859632529703446,1.10695515807151,0
2026-09-01 08:40:00,N01,0.5258,0.4926,0.7205001040943714,0.1019969674814678,0.1019969674814678,4.196541750257885,0
2026-09-01 08:45:00,N01,0.5285,0.3568,0.637666441017559,-0.08283366307681239,0.08283366307681239,1.6874301448535136,0
2026-09-01 08:50:00,N01,0.5477,0.3326,0.6407792521609919,0.00311281114343287,0.00311281114343287,1.7817201988642462,0
2026-09-01 08:55:00,N01,0.4842,0.3379,0.5904456367863176,-0.05033361537467429,0.05033361537467429,0.2570664073079936,0
2026-09-01 09:00:00,N01,0.4614,0.2882,0.5440121322176557,-0.04643350456866191,0.04643350456866191,1.1494492635586766,0
