timestamp,node_id,tilt_x,tilt_y,tilt_magnitude,tilt_change,abs_tilt_change,anomaly_score,anomaly,risk_level,risk_color
2026-09-01 00:00:00,N01,0.5248,0.2931,0.6011011978028326,0.0,0.0,0.5798336352143539,0,NORMAL,GREEN
2026-09-01 00:05:00,N01,0.5324,0.3762,0.6519019864979704,0.0508007886951378,0.0508007886951378,2.11863855756176,0,NORMAL,GREEN
2026-09-01 00:10:00,N01,0.4883,0.2883,0.5670571223430669,-0.0848448641549034,0.0848448641549034,0.4513942697033484,0,NORMAL,GREEN
2026-09-01 00:15:00,N01,0.579,0.3384,0.6706381736823516,0.1035810513392846,0.1035810513392846,2.6861757514893743,0,NORMAL,GREEN
2026-09-01 00:20:00,N01,0.4765,0.3271,0.5779676980593292,-0.0926704756230223,0.0926704756230223,0.1209024004022046,0,NORMAL,GREEN
2026-09-01 00:25:00,N01,0.4768,0.2767,0.5512722829963429,-0.0266954150629863,0.0266954150629863,0.9295322889960834,0,NORMAL,GREEN
2026-09-01 00:30:00,N01,0.5121,0.2043,0.5513482565493428,7.597355299993058e-05,7.597355299993058e-05,0.927230976746266,0,NORMAL,GREEN
2026-09-01 00:35:00,N01,0.4138,0.2719,0.4951363953498066,-0.0562118611995362,0.0562118611995362,2.6299425080031504,0,NORMAL,GREEN
2026-09-01 00:40:00,N01,0.4494,0.3157,0.5492056536489769,0.0540692582991703,0.0540692582991703,0.9921324866323614,0,NORMAL,GREEN
2026-09-01 00:45:00,N01,0.4546,0.2294,0.5092008640998167,-0.0400047895491602,0.0400047895491602,2.2039161745815155,0,NORMAL,GREEN
2026-09-01 00:50:00,N01,0.5733,0.2887,0.6418882924621698,0.1326874283623531,0.1326874283623531,1.8153141000293604,0,NORMAL,GREEN
2026-09-01 00:55:00,N01,0.5034,0.2288,0.5529565986585204,-0.0889316938036494,0.0889316938036494,0.878512741892208,0,NORMAL,GREEN
2026-09-01 01:00:00,N01,0.4728,0.3055,0.5629121512278803,0.0099555525693598,0.0099555525693598,0.5769494454962685,0,NORMAL,GREEN
2026-09-01 01:05:00,N01,0.4425,0.3188,0.5453803168432099,-0.0175318343846704,0.0175318343846704,1.108005630682867,0,NORMAL,GREEN
2026-09-01 01:10:00,N01,0.47,0.2854,0.5498664928871371,0.0044861760439272,0.0044861760439272,0.9721150282684023,0,NORMAL,GREEN
