timestamp,node_id,tilt_x,tilt_y,tilt_magnitude
2026-09-01 00:00:00,N01,0.5248,0.2931,0.6011011978028326
2026-09-01 00:05:00,N01,0.5324,0.3762,0.6519019864979704
2026-09-01 00:10:00,N01,0.4883,0.2883,0.5670571223430669
2026-09-01 00:15:00,N01,0.579,0.3384,0.6706381736823516
2026-09-01 00:20:00,N01,0.4765,0.3271,0.5779676980593292
2026-09-01 00:25:00,N01,0.4768,0.2767,0.5512722829963429
2026-09-01 00:30:00,N01,0.5121,0.2043,0.5513482565493428
2026-09-01 00:35:00,N01,0.4138,0.2719,0.49513639534980664
2026-09-01 00:40:00,N01,0.4494,0.3157,0.5492056536489769
2026-09-01 00:45:00,N01,0.4546,0.2294,0.5092008640998167
2026-09-01 00:50:00,N01,0.5733,0.2887,0.6418882924621698
2026-09-01 00:55:00,N01,0.5034,0.2288,0.5529565986585204
2026-09-01 01:00:00,N01,0.4728,0.3055,0.5629121512278803
2026-09-01 01:05:00,N01,0.4425,0.3188,0.5453803168432099
2026-09-01 01:10:00,N01,0.47,0.2854,0.5498664928871371
2026-09-01 01:15:00,N01,0.4699,0.3926,0.6123240726935371
2026-09-01 01:20:00,N01,0.4993,0.2471,0.5570986447658978
2026-09-01 01:25:00,N01,0.5411,0.239,0.5915320870417766
2026-09-01 01:30:00,N01,0.5104,0.202,0.5489190832900601
2026-09-01 01:35:00,N01,0.4336,0.3098,0.532902430093915
2026-09-01 01:40:00,N01,0.5369,0.3086,0.6192701914350472
2026-09-01 01:45:00,N01,0.4942,0.2849,0.5704398741322348
2026-09-01 01:50:00,N01,0.4261,0.264,0.501255633384803
2026-09-01 01:55:00,N01,0.477,0.3529,0.593352686013976
2026-09-01 02:00:00,N01,0.5172,0.2118,0.5588873589552729
2026-09-01 02:05:00,N01,0.5162,0.2807,0.5875839769769083
2026-09-01 02:10:00,N01,0.4662,0.3306,0.5715232278744233
2026-09-01 02:15:00,N01,0.5515,0.3466,0.6513707162591822
2026-09-01 02:20:00,N01,0.458,0.2845,0.5391699639260332
2026-09-01 02:25:00,N01,0.5166,0.3488,0.623327361825229
2026-09-01 02:30:00,N01,0.476,0.2907,0.5577476938544883
2026-09-01 02:35:00,N01,0.4447,0.2402,0.5054247026016833
2026-09-01 02:40:00,N01,0.5406,0.3678,0.653854112168762
2026-09-01 02:45:00,N01,0.4964,0.3502,0.6074973250969917
2026-09-01 02:50:00,N01,0.5181,0.2677,0.5831731303823934
2026-09-01 02:55:00,N01,0.5181,0.3769,0.6406880832355164
2026-09-01 03:00:00,N01,0.4982,0.3782,0.6254905914560186
2026-09-01 03:05:00,N01,0.369,0.3411,0.5025039402830589
2026-09-01 03:10:00,N01,0.5044,0.285,0.5793482199851829
2026-09-01 03:15:00,N01,0.5046,0.2006,0.5430115284227399
2026-09-01 03:20:00,N01,0.489,0.3179,0.5832507265319092
2026-09-01 03:25:00,N01,0.5739,0.2741,0.6359968710614856
2026-09-01 03:30:00,N01,0.4596,0.2749,0.5355391395593789
2026-09-01 03:35:00,N01,0.5458,0.3164,0.6308776426534705
2026-09-01 03:40:00,N01,0.4735,0.3257,0.5747023055460975
2026-09-01 03:45:00,N01,0.5049,0.3484,0.6134383180076054
2026-09-01 03:50:00,N01,0.4649,0.2836,0.5445741180041519
2026-09-01 03:55:00,N01,0.4804,0.2268,0.5312460823384959
2026-09-01 04:00:00,N01,0.5148,0.3131,0.6025368453464071
2026-09-01 04:05:00,N01,0.5003,0.2883,0.577422704783939
2026-09-01 04:10:00,N01,0.4292,0.279,0.511911750207006
2026-09-01 04:15:00,N01,0.4829,0.2599,0.5483980488659674
2026-09-01 04:20:00,N01,0.4919,0.3202,0.5869358142079932
2026-09-01 04:25:00,N01,0.5943,0.3087,0.6696926011238291
2026-09-01 04:30:00,N01,0.5129,0.2963,0.5923344494455813
2026-09-01 04:35:00,N01,0.4041,0.2987,0.5025121889068961
2026-09-01 04:40:00,N01,0.503,0.4232,0.6573486441759806
2026-09-01 04:45:00,N01,0.4904,0.3151,0.5829066563353004
2026-09-01 04:50:00,N01,0.4983,0.2416,0.5537810487909459
2026-09-01 04:55:00,N01,0.5571,0.3376,0.6514093720541638
2026-09-01 05:00:00,N01,0.5396,0.2545,0.5966057408372801
2026-09-01 05:05:00,N01,0.5701,0.2299,0.6147097038440178
2026-09-01 05:10:00,N01,0.5293,0.4095,0.6692150177633494
2026-09-01 05:15:00,N01,0.4505,0.2717,0.5260904294890756
2026-09-01 05:20:00,N01,0.505,0.2748,0.5749261169924358
2026-09-01 05:25:00,N01,0.4225,0.3034,0.5201517182515117
2026-09-01 05:30:00,N01,0.4469,0.3237,0.55181636438221
2026-09-01 05:35:00,N01,0.454,0.3775,0.5904424188691053
2026-09-01 05:40:00,N01,0.4608,0.2839,0.5412354847938188
2026-09-01 05:45:00,N01,0.5407,0.2385,0.5909642459574014
2026-09-01 05:50:00,N01,0.5114,0.3654,0.6285277400401672
2026-09-01 05:55:00,N01,0.4196,0.3092,0.521218572194046
2026-09-01 06:00:00,N01,0.513,0.3391,0.6149453715575067
2026-09-01 06:05:00,N01,0.4382,0.234,0.49676477330825297
2026-09-01 06:10:00,N01,0.5261,0.3148,0.6130907355359401
2026-09-01 06:15:00,N01,0.5125,0.3173,0.6027732077655742
2026-09-01 06:20:00,N01,0.466,0.3116,0.5605805562093641
2026-09-01 06:25:00,N01,0.5147,0.2643,0.5785936225020114
2026-09-01 06:30:00,N01,0.5933,0.3237,0.6758598819281997
2026-09-01 06:35:00,N01,0.4404,0.3328,0.552003623176515
2026-09-01 06:40:00,N01,0.4513,0.3394,0.5646804848761819
2026-09-01 06:45:00,N01,0.5579,0.259,0.61508813189656
2026-09-01 06:50:00,N01,0.5482,0.3206,0.635065036039617
2026-09-01 06:55:00,N01,0.5411,0.3948,0.6698180723151623
2026-09-01 07:00:00,N01,0.4877,0.2623,0.553762205283098
2026-09-01 07:05:00,N01,0.4555,0.2592,0.5240848118386947
2026-09-01 07:10:00,N01,0.4961,0.3171,0.5887848673327126
2026-09-01 07:15:00,N01,0.5138,0.3414,0.6168828089677973
2026-09-01 07:20:00,N01,0.5007,0.3727,0.6241840914345703
2026-09-01 07:25:00,N01,0.4868,0.436,0.653506113207826
2026-09-01 07:30:00,N01,0.5313,0.2571,0.5902373251498079
2026-09-01 07:35:00,N01,0.4465,0.3241,0.5517273420812132
2026-09-01 07:40:00,N01,0.4888,0.3357,0.592975488532199
2026-09-01 07:45:00,N01,0.5237,0.2964,0.6017596280908184
2026-09-01 07:50:00,N01,0.4577,0.2243,0.5097055816841718
2026-09-01 07:55:00,N01,0.4777,0.3428,0.5879703478917964
2026-09-01 08:00:00,N01,0.5107,0.2377,0.5633078909441976
2026-09-01 08:05:00,N01,0.5087,0.3193,0.6006065101212275
2026-09-01 08:10:00,N01,0.4558,0.3077,0.5499390238926494
2026-09-01 08:15:00,N01,0.5029,0.2429,0.558487976593946
2026-09-01 08:20:00,N01,0.5179,0.328,0.6130288818644681
2026-09-01 08:25:00,N01,0.5542,0.3527,0.6569131830006154
2026-09-01 08:30:00,N01,0.4311,0.2531,0.4999068113158691
2026-09-01 08:35:00,N01,0.5258,0.3257,0.6185031366129036
2026-09-01 08:40:00,N01,0.5258,0.4926,0.7205001040943714
2026-09-01 08:45:00,N01,0.5285,0.3568,0.637666441017559
2026-09-01 08:50:00,N01,0.5477,0.3326,0.6407792521609919
2026-09-01 08:55:00,N01,0.4842,0.3379,0.5904456367863176
2026-09-01 09:00:00,N01,0.4614,0.2882,0.5440121322176557
2026-09-01 09:05:00,N01,0.4757,0.3041,0.5645948104614494
2026-09-01 09:10:00,N01,0.6157,0.2066,0.6494382572654618
2026-09-01 09:15:00,N01,0.5343,0.2194,0.5775922869983635
2026-09-01 09:20:00,N01,0.4764,0.3544,0.5937645324537328
2026-09-01 09:25:00,N01,0.5032,0.2461,0.5601566298813216
2026-09-01 09:30:00,N01,0.4642,0.334,0.571872048626264
2026-09-01 09:35:00,N01,0.4635,0.3108,0.5580581421321618
2026-09-01 09:40:00,N01,0.5023,0.2674,0.569041342962003
2026-09-01 09:45:00,N01,0.6072,0.3317,0.691893582857942
2026-09-01 09:50:00,N01,0.3987,0.3093,0.5046069559568119
2026-09-01 09:55:00,N01,0.4669,0.3426,0.5791117077041354
2026-09-01 10:00:00,N01,0.4604,0.2943,0.5464253379923006
2026-09-01 10:05:00,N01,0.5252,0.3433,0.627447153153156
2026-09-01 10:10:00,N01,0.44,0.2833,0.5233152873746381
2026-09-01 10:15:00,N01,0.4763,0.2673,0.5461785239278454
2026-09-01 10:20:00,N01,0.5883,0.3202,0.6697946924244772
2026-09-01 10:25:00,N01,0.437,0.3459,0.5573291756224502
2026-09-01 10:30:00,N01,0.6061,0.3516,0.7006994862278694
2026-09-01 10:35:00,N01,0.424,0.2758,0.5058079082023135
2026-09-01 10:40:00,N01,0.5633,0.2646,0.6223504237967545
2026-09-01 10:45:00,N01,0.5222,0.3387,0.6224231117174233
2026-09-01 10:50:00,N01,0.4537,0.297,0.5422662537905157
2026-09-01 10:55:00,N01,0.3379,0.2488,0.419616312838288
2026-09-01 11:00:00,N01,0.4874,0.2376,0.5422292135250553
2026-09-01 11:05:00,N01,0.5816,0.2285,0.6248766358250243
2026-09-01 11:10:00,N01,0.478,0.3065,0.567825897612992
2026-09-01 11:15:00,N01,0.5721,0.2282,0.6159331538405771
2026-09-01 11:20:00,N01,0.5582,0.3005,0.6339459677291117
2026-09-01 11:25:00,N01,0.4509,0.3231,0.5547111140043978
2026-09-01 11:30:00,N01,0.51,0.27,0.5770615218501404
2026-09-01 11:35:00,N01,0.5035,0.2807,0.5764587929765664
2026-09-01 11:40:00,N01,0.5057,0.3331,0.6055477685533983
2026-09-01 11:45:00,N01,0.5793,0.2381,0.6263226804132196
2026-09-01 11:50:00,N01,0.6067,0.2024,0.6395706763134158
2026-09-01 11:55:00,N01,0.4924,0.3294,0.5924205600753573
2026-09-01 12:00:00,N01,0.514,0.2689,0.5800889673144973
2026-09-01 12:05:00,N01,0.4896,0.2753,0.5616923090091229
2026-09-01 12:10:00,N01,0.4705,0.3425,0.5819591910091291
2026-09-01 12:15:00,N01,0.5179,0.2654,0.5819429267548494
2026-09-01 12:20:00,N01,0.545,0.3154,0.6296841748051162
2026-09-01 12:25:00,N01,0.5406,0.3315,0.6341455747697053
2026-09-01 12:30:00,N01,0.4586,0.272,0.5331959864815188
2026-09-01 12:35:00,N01,0.5374,0.3305,0.6308954033752346
2026-09-01 12:40:00,N01,0.499,0.3059,0.5852997608063752
2026-09-01 12:45:00,N01,0.5639,0.2704,0.6253793808561328
2026-09-01 12:50:00,N01,0.5274,0.2899,0.6018245342290393
2026-09-01 12:55:00,N01,0.4891,0.3549,0.604295308603335
2026-09-01 13:00:00,N01,0.5413,0.3407,0.639595325186168
2026-09-01 13:05:00,N01,0.5653,0.3011,0.6404883293238058
2026-09-01 13:10:00,N01,0.5341,0.2845,0.605147139132294
2026-09-01 13:15:00,N01,0.5162,0.2935,0.5938052626913978
2026-09-01 13:20:00,N01,0.5048,0.3298,0.6029851407787757
2026-09-01 13:25:00,N01,0.4591,0.4046,0.6119427832730769
2026-09-01 13:30:00,N01,0.4497,0.2393,0.5094061051852442
2026-09-01 13:35:00,N01,0.5579,0.3396,0.6531313573853271
2026-09-01 13:40:00,N01,0.5312,0.3314,0.626098554542334
2026-09-01 13:45:00,N01,0.4994,0.2551,0.5607819273122129
2026-09-01 13:50:00,N01,0.5038,0.2661,0.569757536150247
2026-09-01 13:55:00,N01,0.5488,0.2926,0.6219294172170987
2026-09-01 14:00:00,N01,0.4587,0.2839,0.5394487000633147
2026-09-01 14:05:00,N01,0.5206,0.2718,0.587281533848971
2026-09-01 14:10:00,N01,0.4589,0.3122,0.5550297739761354
2026-09-01 14:15:00,N01,0.5122,0.2747,0.5812133257247291
2026-09-01 14:20:00,N01,0.4764,0.3116,0.5692552327383561
2026-09-01 14:25:00,N01,0.4276,0.2296,0.48534309513992263
2026-09-01 14:30:00,N01,0.4641,0.2893,0.5468850884783749
2026-09-01 14:35:00,N01,0.5155,0.3738,0.6367626637924054
2026-09-01 14:40:00,N01,0.5429,0.292,0.6164449772688557
2026-09-01 14:45:00,N01,0.499,0.2499,0.5580779605037275
2026-09-01 14:50:00,N01,0.4991,0.2856,0.5750375379051353
2026-09-01 14:55:00,N01,0.5161,0.2586,0.5772635186810267
2026-09-01 15:00:00,N01,0.526,0.3766,0.6469185110970315
